Time [s],MideaIR
157.009194625,0
157.009699125,1
157.010269750,0
157.010774375,1
157.012419875,0
157.012924625,1
157.014570625,0
157.015075000,1
157.016721000,0
157.017225000,1
157.018870875,0
157.019375125,1
157.021021125,0
157.021525500,1
157.023171750,0
157.023675875,1
157.025322000,0
157.025826250,1
157.027472250,0
157.027976625,1
157.028547375,0
157.029051875,1
157.030697500,0
157.031201625,1
157.031772375,0
157.032276625,1
157.032847500,0
157.033351750,1
157.034998000,0
157.035502250,1
157.036072750,0
157.036577250,1
157.037148250,0
157.037652625,1
157.038223500,0
157.038727750,1
157.039298625,0
157.039803000,1
157.059882250,0
157.064244625,1
157.068666625,0
157.069170375,1
157.070816375,0
157.071320625,1
157.071891500,0
157.072395875,1
157.074042125,0
157.074546125,1
157.075117000,0
157.075621125,1
157.077267000,0
157.077771000,1
157.078342000,0
157.078846125,1
157.080492250,0
157.080996375,1
157.082642625,0
157.083146625,1
157.083717625,0
157.084221750,1
157.084792750,0
157.085296875,1
157.085868125,0
157.086372125,1
157.086943125,0
157.087447250,1
157.088018250,0
157.088522250,1
157.089093125,0
157.089597125,1
157.090168125,0
157.090672125,1
157.091243250,0
157.091747250,1
157.092318625,0
157.092822375,1
157.094468875,0
157.094972750,1
157.095544000,0
157.096047625,1
157.097694500,0
157.098198375,1
157.098769375,0
157.099273375,1
157.099844375,0
157.100348375,1
157.100919750,0
157.101423375,1
157.103069875,0
157.103573625,1
157.105219875,0
157.105723625,1
157.107370125,0
157.107873750,1
157.109520500,0
157.110024500,1
157.111670875,0
157.112174500,1
157.112745750,0
157.113249625,1
157.113820875,0
157.114324500,1
157.114895750,0
157.115399625,1
157.115970875,0
157.116474750,1
157.118121250,0
157.118625000,1
157.119196250,0
157.119699875,1
157.121346750,0
157.121850500,1
157.122421625,0
157.122925500,1
157.123497000,0
157.124000375,1
157.124571875,0
157.125075375,1
157.125646875,0
157.126150375,1
157.126721750,0
157.127225250,1
157.128872000,0
157.129375625,1
157.129947125,0
157.130450500,1
157.132097750,0
157.132601250,1
157.134247750,0
157.134751000,1
157.135322625,0
157.135826000,1
157.136397750,0
157.136901125,1
157.137472625,0
157.137976125,1
157.139622875,0
157.140126250,1
157.145365875,0
157.149726875,1
157.154150000,0
157.154652750,1
157.156299750,0
157.156802875,1
157.157374875,0
157.157878125,1
157.159525250,0
157.160028375,1
157.160600000,0
157.161103000,1
